recno,M1,M2,R2,Per,Sep,logJ,logjsys,logjmg,logjgr,logjca,logjtot,logMLR2,zeta,logT2,log(g2),logL2,Pdot,logt,logt0,Step,Teff2,UxMag,BxMag,BMag,VMag,RMag,IMag,JMag,HMag,KMag,LMag,L'Mag,M'Mag,X,SpT
1404,0.75,0.433,0.485,4.5691,1.472,51.341,35.516,35.51,33.672,34.9,35.61,-8.621,0.746,3.555,4.702,32.132,-1.58E-12,7.71122,7.71037,418000.0,3589,12.57,11.2,11.24,9.96,9.06,7.86,6.54,5.95,5.72,5.56,5.5,5.64,17.27,M2.7
1405,0.75,0.434,0.486,4.5749,1.474,51.342,35.517,35.511,33.673,34.904,35.612,-8.618,0.744,3.556,4.702,32.134,-1.58E-12,7.70768,7.70683,415000.0,3597,12.55,11.18,11.21,9.94,9.04,7.84,6.53,5.94,5.71,5.55,5.49,5.63,17.31,M2.7
1406,0.75,0.435,0.487,4.5806,1.476,51.343,35.519,35.513,33.673,34.908,35.614,-8.617,0.743,3.556,4.701,32.136,-1.6E-12,7.70413,7.70327,414000.0,3597,12.54,11.17,11.2,9.93,9.03,7.84,6.52,5.94,5.71,5.54,5.49,5.63,17.31,M2.7
1407,0.75,0.436,0.488,4.5864,1.477,51.344,35.521,35.514,33.674,34.911,35.616,-8.616,0.746,3.556,4.701,32.138,-1.62E-12,7.70056,7.69969,413000.0,3597,12.54,11.17,11.2,9.93,9.03,7.83,6.52,5.93,5.7,5.54,5.48,5.62,17.31,M2.7
1408,0.75,0.437,0.489,4.5923,1.479,51.345,35.522,35.516,33.674,34.914,35.618,-8.613,0.749,3.556,4.7,32.14,-1.6E-12,7.69697,7.6961,410000.0,3597,12.53,11.16,11.2,9.92,9.02,7.83,6.51,5.93,5.7,5.54,5.48,5.62,17.31,M2.7
1409,0.75,0.438,0.49,4.598,1.481,51.346,35.524,35.518,33.675,34.918,35.62,-8.611,0.745,3.556,4.7,32.142,-1.62E-12,7.69338,7.6925,408000.0,3597,12.53,11.16,11.19,9.92,9.02,7.82,6.51,5.92,5.69,5.53,5.48,5.61,17.31,M2.7
1410,0.75,0.439,0.49,4.6038,1.482,51.347,35.525,35.519,33.675,34.922,35.622,-8.61,0.747,3.556,4.699,32.144,-1.64E-12,7.68977,7.68888,408000.0,3597,12.53,11.16,11.19,9.92,9.02,7.82,6.51,5.92,5.69,5.53,5.48,5.61,17.31,M2.7
1411,0.75,0.44,0.491,4.6097,1.484,51.348,35.527,35.521,33.676,34.924,35.624,-8.608,0.752,3.556,4.699,32.147,-1.63E-12,7.68614,7.68524,405000.0,3597,12.53,11.15,11.19,9.91,9.01,7.82,6.5,5.92,5.69,5.53,5.47,5.61,17.31,M2.7
1412,0.75,0.441,0.492,4.6155,1.486,51.349,35.528,35.522,33.676,34.928,35.626,-8.606,0.749,3.557,4.698,32.149,-1.64E-12,7.6825,7.68159,404000.0,3606,12.5,11.13,11.16,9.89,8.99,7.8,6.49,5.9,5.68,5.52,5.46,5.6,17.35,M2.7
1413,0.75,0.442,0.493,4.6213,1.487,51.35,35.53,35.524,33.676,34.932,35.628,-8.604,0.751,3.557,4.698,32.151,-1.64E-12,7.67884,7.67793,402000.0,3606,12.5,11.12,11.16,9.88,8.99,7.8,6.49,5.9,5.67,5.51,5.46,5.6,17.35,M2.7
1414,0.75,0.443,0.494,4.6271,1.489,51.351,35.531,35.525,33.677,34.936,35.63,-8.602,0.749,3.557,4.697,32.153,-1.65E-12,7.67517,7.67425,400000.0,3606,12.49,11.12,11.15,9.88,8.98,7.79,6.48,5.9,5.67,5.51,5.45,5.59,17.35,M2.7
1415,0.75,0.444,0.495,4.6329,1.491,51.352,35.533,35.527,33.677,34.939,35.632,-8.6,0.749,3.557,4.697,32.155,-1.66E-12,7.67149,7.67056,398000.0,3606,12.49,11.12,11.15,9.88,8.98,7.79,6.48,5.89,5.66,5.5,5.45,5.59,17.35,M2.7
1416,0.75,0.445,0.495,4.6387,1.492,51.353,35.535,35.528,33.678,34.943,35.633,-8.598,0.75,3.557,4.696,32.157,-1.66E-12,7.66779,7.66685,396000.0,3606,12.49,11.12,11.15,9.88,8.98,7.79,6.48,5.89,5.66,5.5,5.45,5.59,17.34,M2.7
1417,0.75,0.446,0.496,4.6444,1.494,51.354,35.536,35.53,33.678,34.946,35.635,-8.597,0.75,3.557,4.696,32.159,-1.68E-12,7.66407,7.66313,395000.0,3606,12.48,11.11,11.14,9.87,8.97,7.78,6.47,5.89,5.66,5.5,5.44,5.58,17.34,M2.7
1418,0.75,0.447,0.497,4.6503,1.496,51.355,35.538,35.532,33.679,34.949,35.637,-8.594,0.753,3.558,4.695,32.161,-1.67E-12,7.66034,7.65939,393000.0,3614,12.46,11.09,11.12,9.85,8.95,7.77,6.46,5.87,5.65,5.49,5.44,5.58,17.38,M2.6
1419,0.75,0.448,0.498,4.656,1.497,51.356,35.539,35.533,33.679,34.954,35.639,-8.592,0.749,3.558,4.695,32.163,-1.69E-12,7.6566,7.65564,391000.0,3614,12.46,11.08,11.11,9.84,8.95,7.76,6.46,5.87,5.64,5.49,5.43,5.57,17.38,M2.6
1420,0.75,0.449,0.499,4.6618,1.499,51.357,35.541,35.535,33.68,34.957,35.641,-8.59,0.752,3.558,4.694,32.165,-1.68E-12,7.65283,7.65187,389000.0,3614,12.45,11.08,11.11,9.84,8.94,7.76,6.45,5.86,5.64,5.48,5.43,5.57,17.38,M2.6
1421,0.75,0.45,0.5,4.6675,1.501,51.358,35.542,35.536,33.68,34.961,35.643,-8.589,0.749,3.558,4.694,32.167,-1.71E-12,7.64906,7.64808,388000.0,3614,12.45,11.07,11.1,9.83,8.94,7.75,6.45,5.86,5.64,5.48,5.42,5.56,17.38,M2.6
1422,0.75,0.451,0.5,4.6734,1.502,51.359,35.544,35.538,33.68,34.963,35.645,-8.587,0.755,3.558,4.693,32.169,-1.72E-12,7.64526,7.64427,387000.0,3614,12.45,11.07,11.11,9.83,8.94,7.75,6.45,5.86,5.64,5.48,5.42,5.56,17.38,M2.6
1423,0.75,0.452,0.501,4.6792,1.504,51.361,35.545,35.539,33.681,34.966,35.647,-8.584,0.755,3.558,4.693,32.171,-1.7E-12,7.64144,7.64045,384000.0,3614,12.44,11.07,11.1,9.83,8.93,7.75,6.45,5.86,5.63,5.47,5.42,5.56,17.38,M2.6
1424,0.75,0.453,0.502,4.6849,1.506,51.362,35.547,35.541,33.681,34.971,35.649,-8.583,0.75,3.558,4.692,32.174,-1.72E-12,7.63762,7.63661,382000.0,3614,12.44,11.06,11.1,9.83,8.93,7.74,6.44,5.85,5.63,5.47,5.41,5.55,17.38,M2.6
1425,0.75,0.454,0.503,4.6907,1.507,51.363,35.548,35.542,33.682,34.974,35.651,-8.582,0.752,3.559,4.692,32.176,-1.75E-12,7.63377,7.63276,382000.0,3622,12.42,11.04,11.07,9.8,8.91,7.73,6.43,5.84,5.62,5.46,5.41,5.55,17.42,M2.6
1426,0.75,0.455,0.504,4.6965,1.509,51.364,35.55,35.544,33.682,34.976,35.652,-8.58,0.759,3.559,4.691,32.178,-1.74E-12,7.6299,7.62888,380000.0,3622,12.41,11.03,11.07,9.8,8.9,7.72,6.43,5.83,5.61,5.46,5.4,5.54,17.42,M2.6
1427,0.75,0.456,0.505,4.7023,1.511,51.365,35.551,35.545,33.683,34.981,35.655,-8.577,0.755,3.559,4.691,32.18,-1.73E-12,7.62601,7.62498,378000.0,3622,12.41,11.03,11.06,9.79,8.9,7.72,6.42,5.83,5.61,5.45,5.4,5.54,17.42,M2.6
1428,0.75,0.457,0.505,4.7081,1.512,51.366,35.553,35.547,33.683,34.985,35.657,-8.575,0.753,3.559,4.69,32.182,-1.75E-12,7.62211,7.62108,376000.0,3622,12.41,11.03,11.06,9.79,8.9,7.72,6.42,5.83,5.61,5.45,5.4,5.54,17.42,M2.6
1429,0.75,0.458,0.506,4.7138,1.514,51.367,35.554,35.548,33.683,34.988,35.658,-8.575,0.755,3.559,4.69,32.184,-1.77E-12,7.6182,7.61715,376000.0,3622,12.4,11.03,11.06,9.79,8.9,7.71,6.42,5.83,5.6,5.45,5.39,5.53,17.42,M2.6
1430,0.75,0.459,0.507,4.7197,1.515,51.368,35.556,35.55,33.684,34.99,35.66,-8.573,0.76,3.559,4.689,32.186,-1.77E-12,7.61425,7.61319,374000.0,3622,12.4,11.02,11.05,9.78,8.89,7.71,6.41,5.82,5.6,5.44,5.39,5.53,17.41,M2.6
1431,0.75,0.46,0.508,4.7255,1.517,51.369,35.557,35.551,33.684,34.994,35.662,-8.57,0.759,3.56,4.689,32.188,-1.76E-12,7.61029,7.60922,371000.0,3631,12.38,11.0,11.03,9.76,8.87,7.69,6.4,5.81,5.59,5.43,5.38,5.52,17.46,M2.5
1432,0.75,0.461,0.509,4.7312,1.519,51.37,35.559,35.553,33.685,34.999,35.664,-8.568,0.754,3.56,4.688,32.19,-1.78E-12,7.60631,7.60524,370000.0,3631,12.37,10.99,11.02,9.75,8.86,7.69,6.4,5.8,5.58,5.43,5.38,5.52,17.45,M2.5
1433,0.75,0.462,0.51,4.737,1.52,51.371,35.56,35.554,33.685,35.001,35.666,-8.567,0.758,3.56,4.688,32.192,-1.8E-12,7.60231,7.60123,369000.0,3631,12.37,10.99,11.02,9.75,8.86,7.68,6.39,5.8,5.58,5.42,5.37,5.51,17.45,M2.5
1434,0.75,0.463,0.51,4.7428,1.522,51.372,35.562,35.556,33.685,35.004,35.668,-8.563,0.761,3.56,4.687,32.194,-1.75E-12,7.59829,7.59719,365000.0,3631,12.37,10.99,11.02,9.75,8.86,7.68,6.39,5.8,5.58,5.42,5.37,5.51,17.45,M2.5
1435,0.75,0.464,0.511,4.7484,1.524,51.373,35.563,35.557,33.686,35.011,35.67,-8.56,0.748,3.56,4.687,32.197,-1.76E-12,7.59427,7.59316,363000.0,3631,12.36,10.98,11.02,9.75,8.86,7.68,6.39,5.79,5.57,5.42,5.37,5.51,17.45,M2.5
1436,0.75,0.465,0.512,4.754,1.525,51.374,35.564,35.559,33.686,35.014,35.672,-8.559,0.748,3.56,4.686,32.199,-1.78E-12,7.59024,7.58912,362000.0,3631,12.36,10.98,11.01,9.74,8.85,7.68,6.38,5.79,5.57,5.42,5.36,5.51,17.45,M2.5
1437,0.75,0.466,0.513,4.7597,1.527,51.375,35.566,35.56,33.687,35.017,35.674,-8.557,0.751,3.561,4.686,32.201,-1.79E-12,7.58618,7.58505,361000.0,3639,12.33,10.95,10.99,9.72,8.83,7.66,6.37,5.78,5.56,5.41,5.36,5.5,17.49,M2.5
1438,0.75,0.467,0.514,4.7653,1.529,51.376,35.567,35.562,33.687,35.02,35.676,-8.555,0.752,3.561,4.685,32.203,-1.79E-12,7.5821,7.58096,359000.0,3639,12.33,10.95,10.98,9.71,8.83,7.66,6.37,5.77,5.56,5.4,5.35,5.49,17.49,M2.5
1439,0.75,0.468,0.515,4.771,1.53,51.377,35.569,35.563,33.688,35.024,35.678,-8.553,0.751,3.561,4.685,32.205,-1.79E-12,7.578,7.57685,357000.0,3639,12.33,10.95,10.98,9.71,8.82,7.65,6.36,5.77,5.55,5.4,5.35,5.49,17.49,M2.5
1440,0.75,0.469,0.515,4.7766,1.532,51.377,35.57,35.565,33.688,35.028,35.68,-8.551,0.75,3.561,4.685,32.207,-1.81E-12,7.57388,7.57272,356000.0,3639,12.33,10.95,10.98,9.71,8.82,7.65,6.36,5.77,5.55,5.4,5.35,5.49,17.49,M2.5
1441,0.75,0.47,0.516,4.7822,1.533,51.378,35.572,35.566,33.688,35.03,35.682,-8.55,0.752,3.561,4.684,32.209,-1.82E-12,7.56974,7.56857,355000.0,3639,12.32,10.94,10.97,9.71,8.82,7.65,6.36,5.76,5.55,5.39,5.34,5.49,17.49,M2.5
1442,0.75,0.471,0.517,4.7879,1.535,51.379,35.573,35.568,33.689,35.033,35.683,-8.548,0.754,3.561,4.684,32.211,-1.82E-12,7.56557,7.56439,353000.0,3639,12.32,10.94,10.97,9.7,8.81,7.64,6.35,5.76,5.54,5.39,5.34,5.48,17.49,M2.5
1443,0.75,0.472,0.518,4.7935,1.537,51.38,35.575,35.569,33.689,35.037,35.685,-8.546,0.753,3.562,4.683,32.213,-1.83E-12,7.56138,7.56019,351000.0,3648,12.29,10.91,10.94,9.68,8.79,7.63,6.34,5.75,5.53,5.38,5.33,5.47,17.53,M2.5
1444,0.75,0.473,0.519,4.7992,1.538,51.381,35.576,35.571,33.69,35.041,35.687,-8.544,0.752,3.562,4.683,32.215,-1.83E-12,7.55717,7.55597,350000.0,3648,12.29,10.91,10.94,9.67,8.79,7.62,6.34,5.74,5.53,5.38,5.33,5.47,17.53,M2.5
1445,0.75,0.474,0.52,4.8048,1.54,51.382,35.578,35.572,33.69,35.044,35.689,-8.542,0.752,3.562,4.682,32.217,-1.85E-12,7.55294,7.55173,348000.0,3648,12.29,10.9,10.94,9.67,8.78,7.62,6.33,5.74,5.52,5.37,5.32,5.47,17.53,M2.5
1446,0.75,0.475,0.52,4.8104,1.542,51.383,35.579,35.573,33.69,35.047,35.691,-8.541,0.755,3.562,4.682,32.22,-1.86E-12,7.54869,7.54746,347000.0,3648,12.29,10.9,10.94,9.67,8.78,7.62,6.33,5.74,5.52,5.37,5.32,5.47,17.53,M2.5
1447,0.75,0.476,0.521,4.8161,1.543,51.384,35.581,35.575,33.691,35.05,35.693,-8.539,0.756,3.562,4.681,32.222,-1.86E-12,7.5444,7.54316,346000.0,3648,12.28,10.9,10.93,9.66,8.78,7.61,6.33,5.73,5.52,5.37,5.32,5.46,17.53,M2.5
1448,0.75,0.477,0.522,4.8217,1.545,51.385,35.582,35.576,33.691,35.054,35.695,-8.536,0.756,3.563,4.681,32.224,-1.86E-12,7.5401,7.53884,344000.0,3656,12.26,10.87,10.91,9.64,8.76,7.6,6.32,5.72,5.51,5.36,5.31,5.45,17.57,M2.4
1449,0.75,0.478,0.523,4.8273,1.546,51.386,35.583,35.578,33.692,35.058,35.697,-8.534,0.753,3.563,4.68,32.226,-1.86E-12,7.53577,7.5345,342000.0,3656,12.26,10.87,10.9,9.63,8.75,7.59,6.31,5.72,5.5,5.36,5.31,5.45,17.57,M2.4
1450,0.75,0.479,0.524,4.8329,1.548,51.387,35.585,35.579,33.692,35.061,35.699,-8.532,0.753,3.563,4.68,32.228,-1.88E-12,7.53142,7.53014,341000.0,3656,12.25,10.87,10.9,9.63,8.75,7.59,6.31,5.71,5.5,5.35,5.3,5.45,17.57,M2.4
1451,0.75,0.48,0.525,4.8385,1.55,51.388,35.586,35.581,33.692,35.064,35.7,-8.531,0.754,3.563,4.679,32.23,-1.9E-12,7.52705,7.52575,340000.0,3656,12.25,10.86,10.89,9.63,8.74,7.58,6.31,5.71,5.5,5.35,5.3,5.44,17.56,M2.4
1452,0.75,0.481,0.525,4.8441,1.551,51.389,35.588,35.582,33.693,35.067,35.702,-8.529,0.758,3.563,4.679,32.232,-1.9E-12,7.52264,7.52133,338000.0,3656,12.25,10.86,10.89,9.63,8.74,7.58,6.31,5.71,5.5,5.35,5.3,5.44,17.56,M2.4
1453,0.75,0.482,0.526,4.8498,1.553,51.39,35.589,35.584,33.693,35.07,35.704,-8.527,0.757,3.563,4.679,32.234,-1.88E-12,7.5182,7.51689,336000.0,3656,12.24,10.86,10.89,9.62,8.74,7.58,6.3,5.7,5.49,5.34,5.29,5.44,17.56,M2.4
1454,0.75,0.483,0.527,4.8553,1.555,51.391,35.591,35.585,33.694,35.075,35.706,-8.525,0.752,3.564,4.678,32.236,-1.91E-12,7.51375,7.51242,335000.0,3664,12.22,10.83,10.87,9.6,8.72,7.56,6.29,5.69,5.48,5.33,5.29,5.43,17.61,M2.4
1455,0.75,0.484,0.528,4.8609,1.556,51.392,35.592,35.586,33.694,35.077,35.708,-8.524,0.757,3.564,4.678,32.239,-1.93E-12,7.50927,7.50792,334000.0,3664,12.22,10.83,10.86,9.59,8.71,7.56,6.29,5.69,5.48,5.33,5.28,5.43,17.61,M2.4
1456,0.75,0.485,0.529,4.8666,1.558,51.393,35.593,35.588,33.694,35.08,35.709,-8.522,0.76,3.564,4.677,32.241,-1.93E-12,7.50475,7.50339,333000.0,3664,12.21,10.82,10.86,9.59,8.71,7.55,6.28,5.68,5.47,5.33,5.28,5.42,17.6,M2.4
1457,0.75,0.486,0.529,4.8722,1.559,51.394,35.595,35.589,33.695,35.083,35.711,-8.52,0.76,3.564,4.677,32.243,-1.92E-12,7.50021,7.49883,331000.0,3664,12.21,10.82,10.86,9.59,8.71,7.55,6.28,5.68,5.47,5.33,5.28,5.42,17.6,M2.4
1458,0.75,0.487,0.53,4.8778,1.561,51.395,35.596,35.591,33.695,35.088,35.714,-8.517,0.755,3.564,4.676,32.245,-1.93E-12,7.49564,7.49425,329000.0,3664,12.21,10.82,10.85,9.59,8.71,7.55,6.28,5.68,5.47,5.32,5.27,5.42,17.6,M2.4
1459,0.75,0.488,0.531,4.8834,1.563,51.396,35.598,35.592,33.696,35.091,35.715,-8.516,0.755,3.565,4.676,32.247,-1.95E-12,7.49105,7.48965,328000.0,3673,12.18,10.8,10.83,9.56,8.68,7.53,6.27,5.67,5.46,5.31,5.27,5.41,17.64,M2.4
1460,0.75,0.489,0.532,4.889,1.564,51.397,35.599,35.594,33.696,35.094,35.717,-8.515,0.758,3.565,4.675,32.249,-1.97E-12,7.48643,7.48501,328000.0,3673,12.18,10.79,10.82,9.56,8.68,7.53,6.26,5.66,5.45,5.31,5.26,5.41,17.64,M2.4
1461,0.75,0.49,0.533,4.8946,1.566,51.398,35.6,35.595,33.696,35.096,35.719,-8.513,0.763,3.565,4.675,32.251,-1.97E-12,7.48176,7.48032,326000.0,3673,12.18,10.79,10.82,9.55,8.67,7.53,6.26,5.66,5.45,5.31,5.26,5.4,17.64,M2.4
1462,0.75,0.491,0.534,4.9002,1.567,51.399,35.602,35.596,33.697,35.1,35.721,-8.51,0.76,3.565,4.674,32.253,-1.95E-12,7.47706,7.47561,324000.0,3673,12.17,10.78,10.82,9.55,8.67,7.52,6.25,5.65,5.44,5.3,5.25,5.4,17.64,M2.4
1463,0.75,0.492,0.534,4.9058,1.569,51.399,35.603,35.598,33.697,35.105,35.723,-8.508,0.755,3.565,4.674,32.256,-1.96E-12,7.47235,7.47089,322000.0,3673,12.17,10.78,10.82,9.55,8.67,7.52,6.25,5.65,5.44,5.3,5.25,5.4,17.64,M2.4
1464,0.75,0.493,0.535,4.9113,1.571,51.4,35.605,35.599,33.697,35.108,35.725,-8.507,0.756,3.566,4.673,32.258,-1.99E-12,7.46761,7.46613,321000.0,3681,12.15,10.76,10.79,9.52,8.65,7.5,6.24,5.64,5.43,5.29,5.25,5.39,17.68,M2.3
1465,0.75,0.494,0.536,4.9169,1.572,51.401,35.606,35.601,33.698,35.11,35.726,-8.505,0.76,3.566,4.673,32.26,-1.99E-12,7.46283,7.46133,320000.0,3681,12.15,10.75,10.79,9.52,8.64,7.5,6.24,5.64,5.43,5.29,5.24,5.39,17.68,M2.3
1466,0.75,0.495,0.537,4.9225,1.574,51.402,35.607,35.602,33.698,35.113,35.728,-8.504,0.761,3.566,4.673,32.262,-2.0E-12,7.45801,7.4565,319000.0,3681,12.14,10.75,10.78,9.52,8.64,7.5,6.23,5.63,5.43,5.28,5.24,5.38,17.68,M2.3
1467,0.75,0.496,0.538,4.9281,1.576,51.403,35.609,35.603,33.699,35.116,35.73,-8.501,0.761,3.566,4.672,32.264,-1.99E-12,7.45316,7.45163,317000.0,3681,12.14,10.75,10.78,9.51,8.64,7.49,6.23,5.63,5.42,5.28,5.23,5.38,17.68,M2.3
1468,0.75,0.497,0.539,4.9336,1.577,51.404,35.61,35.605,33.699,35.121,35.732,-8.5,0.756,3.566,4.672,32.266,-2.01E-12,7.44829,7.44674,316000.0,3681,12.13,10.74,10.77,9.51,8.63,7.49,6.23,5.62,5.42,5.28,5.23,5.38,17.68,M2.3
1469,0.75,0.498,0.539,4.9392,1.579,51.405,35.612,35.606,33.699,35.123,35.734,-8.498,0.761,3.567,4.671,32.268,-2.02E-12,7.44337,7.4418,315000.0,3690,12.11,10.72,10.75,9.49,8.61,7.48,6.22,5.62,5.41,5.27,5.23,5.37,17.72,M2.3
1470,0.75,0.499,0.54,4.9448,1.58,51.406,35.613,35.608,33.7,35.126,35.735,-8.496,0.762,3.567,4.671,32.271,-2.03E-12,7.43842,7.43683,314000.0,3690,12.11,10.72,10.75,9.48,8.61,7.47,6.21,5.61,5.41,5.27,5.22,5.37,17.72,M2.3
1471,0.75,0.5,0.541,4.9504,1.582,51.407,35.614,35.609,33.7,35.129,35.737,-8.498,0.762,3.567,4.67,32.273,-2.12E-12,7.43343,7.43182,315000.0,3690,12.11,10.71,10.75,9.48,8.61,7.47,6.21,5.61,5.4,5.26,5.22,5.36,17.72,M2.3
1472,0.75,0.501,0.542,4.9562,1.584,51.408,35.616,35.61,33.7,35.119,35.736,-8.499,0.815,3.567,4.67,32.275,-2.08E-12,7.42835,7.42673,315000.0,3690,12.1,10.71,10.74,9.48,8.6,7.46,6.21,5.6,5.4,5.26,5.21,5.36,17.72,M2.3
1473,0.75,0.502,0.543,4.962,1.585,51.409,35.617,35.612,33.701,35.124,35.738,-8.496,0.81,3.567,4.669,32.277,-2.1E-12,7.42322,7.42158,314000.0,3690,12.1,10.7,10.74,9.47,8.6,7.46,6.2,5.6,5.39,5.26,5.21,5.36,17.72,M2.3
1474,0.75,0.503,0.544,4.9677,1.587,51.41,35.619,35.613,33.701,35.127,35.74,-8.496,0.811,3.568,4.669,32.279,-2.14E-12,7.41805,7.41639,313000.0,3698,12.07,10.68,10.71,9.45,8.58,7.44,6.19,5.59,5.38,5.25,5.2,5.35,17.76,M2.2
1475,0.75,0.504,0.545,4.9736,1.589,51.41,35.62,35.615,33.701,35.128,35.741,-8.494,0.818,3.568,4.668,32.282,-2.14E-12,7.41282,7.41114,312000.0,3698,12.07,10.68,10.71,9.44,8.57,7.44,6.19,5.58,5.38,5.24,5.2,5.35,17.76,M2.2
1476,0.75,0.505,0.545,4.9794,1.59,51.411,35.621,35.616,33.702,35.132,35.743,-8.492,0.817,3.568,4.668,32.284,-2.13E-12,7.40755,7.40585,310000.0,3698,12.07,10.68,10.71,9.44,8.57,7.44,6.19,5.58,5.38,5.24,5.2,5.35,17.76,M2.2
1477,0.75,0.506,0.546,4.9852,1.592,51.412,35.623,35.618,33.702,35.136,35.745,-8.489,0.815,3.568,4.667,32.286,-2.13E-12,7.40224,7.40052,308000.0,3698,12.07,10.67,10.7,9.44,8.57,7.43,6.18,5.58,5.38,5.24,5.19,5.34,17.76,M2.2
1478,0.75,0.507,0.547,4.991,1.594,51.413,35.624,35.619,33.702,35.14,35.747,-8.487,0.812,3.569,4.667,32.288,-2.14E-12,7.3969,7.39516,307000.0,3707,12.05,10.65,10.68,9.41,8.55,7.42,6.17,5.57,5.36,5.23,5.19,5.34,17.8,M2.2
1479,0.75,0.508,0.548,4.9968,1.595,51.414,35.626,35.621,33.703,35.143,35.749,-8.486,0.812,3.569,4.666,32.291,-2.17E-12,7.39152,7.38976,306000.0,3707,12.04,10.64,10.68,9.41,8.54,7.41,6.17,5.56,5.36,5.23,5.18,5.33,17.8,M2.2
1480,0.75,0.509,0.549,5.0026,1.597,51.415,35.627,35.622,33.703,35.145,35.751,-8.485,0.818,3.569,4.665,32.293,-2.19E-12,7.38609,7.3843,306000.0,3707,12.04,10.64,10.67,9.41,8.54,7.41,6.16,5.56,5.36,5.22,5.18,5.33,17.79,M2.2
1481,0.75,0.51,0.55,5.0084,1.599,51.416,35.629,35.623,33.703,35.147,35.752,-8.483,0.821,3.569,4.665,32.295,-2.18E-12,7.38059,7.37878,304000.0,3707,12.03,10.64,10.67,9.4,8.53,7.41,6.16,5.55,5.35,5.22,5.17,5.32,17.79,M2.2
1482,0.75,0.511,0.551,5.0143,1.6,51.417,35.63,35.625,33.703,35.151,35.755,-8.481,0.819,3.569,4.664,32.298,-2.19E-12,7.37506,7.37322,303000.0,3707,12.03,10.63,10.66,9.4,8.53,7.4,6.16,5.55,5.35,5.21,5.17,5.32,17.79,M2.2
1483,0.75,0.512,0.552,5.0201,1.602,51.418,35.631,35.626,33.704,35.155,35.756,-8.479,0.818,3.57,4.664,32.3,-2.19E-12,7.36948,7.36762,301000.0,3715,12.01,10.61,10.64,9.37,8.51,7.39,6.14,5.54,5.34,5.21,5.16,5.31,17.83,M2.2
1484,0.75,0.513,0.552,5.0258,1.604,51.419,35.633,35.628,33.704,35.158,35.758,-8.477,0.816,3.57,4.663,32.302,-2.2E-12,7.36386,7.36197,300000.0,3715,12.01,10.61,10.64,9.38,8.51,7.39,6.14,5.54,5.34,5.21,5.16,5.31,17.83,M2.2
1485,0.75,0.514,0.553,5.0316,1.605,51.42,35.634,35.629,33.704,35.161,35.76,-8.477,0.817,3.57,4.663,32.304,-2.25E-12,7.35819,7.35628,300000.0,3715,12.01,10.6,10.64,9.37,8.5,7.38,6.14,5.53,5.33,5.2,5.16,5.31,17.83,M2.2
1486,0.75,0.515,0.554,5.0375,1.607,51.42,35.636,35.63,33.705,35.163,35.762,-8.479,0.824,3.57,4.662,32.307,-2.34E-12,7.35244,7.3505,301000.0,3715,12.0,10.6,10.63,9.37,8.5,7.38,6.14,5.53,5.33,5.2,5.16,5.31,17.83,M2.2
1487,0.75,0.516,0.555,5.0437,1.609,51.421,35.637,35.632,33.705,35.165,35.763,-8.477,0.829,3.571,4.662,32.309,-2.33E-12,7.34658,7.34462,300000.0,3724,11.98,10.58,10.61,9.34,8.48,7.36,6.12,5.52,5.32,5.19,5.15,5.3,17.87,M2.1
1488,0.75,0.517,0.556,5.0498,1.61,51.422,35.638,35.633,33.705,35.169,35.765,-8.475,0.827,3.571,4.661,32.311,-2.34E-12,7.34068,7.33869,299000.0,3724,11.98,10.57,10.6,9.34,8.48,7.36,6.12,5.51,5.31,5.19,5.14,5.29,17.86,M2.1
1489,0.75,0.518,0.557,5.056,1.612,51.423,35.64,35.635,33.705,35.171,35.767,-8.473,0.828,3.571,4.661,32.314,-2.33E-12,7.33471,7.3327,297000.0,3724,11.97,10.57,10.6,9.34,8.47,7.36,6.12,5.51,5.31,5.18,5.14,5.29,17.86,M2.1
1490,0.75,0.519,0.558,5.0621,1.614,51.424,35.641,35.636,33.705,35.176,35.769,-8.47,0.824,3.571,4.66,32.316,-2.33E-12,7.3287,7.32666,295000.0,3724,11.97,10.56,10.6,9.33,8.47,7.35,6.11,5.5,5.31,5.18,5.14,5.29,17.86,M2.1
1491,0.75,0.52,0.559,5.0681,1.615,51.425,35.642,35.637,33.706,35.179,35.771,-8.468,0.822,3.571,4.659,32.318,-2.34E-12,7.32264,7.32057,294000.0,3724,11.97,10.56,10.59,9.33,8.46,7.35,6.11,5.5,5.3,5.17,5.13,5.28,17.86,M2.1
1492,0.75,0.521,0.56,5.0741,1.617,51.426,35.644,35.639,33.706,35.183,35.773,-8.467,0.822,3.572,4.659,32.321,-2.36E-12,7.31652,7.31442,293000.0,3733,11.95,10.54,10.57,9.3,8.44,7.33,6.1,5.49,5.29,5.17,5.12,5.28,17.9,M2.1
1493,0.75,0.522,0.56,5.0802,1.619,51.427,35.645,35.64,33.706,35.185,35.774,-8.465,0.825,3.572,4.658,32.323,-2.36E-12,7.31033,7.3082,292000.0,3733,11.95,10.54,10.57,9.3,8.44,7.33,6.1,5.49,5.29,5.17,5.12,5.28,17.9,M2.1
1494,0.75,0.523,0.561,5.0862,1.621,51.428,35.646,35.641,33.706,35.189,35.776,-8.463,0.823,3.572,4.658,32.325,-2.37E-12,7.30409,7.30192,290000.0,3733,11.94,10.53,10.57,9.3,8.44,7.33,6.09,5.48,5.29,5.16,5.12,5.27,17.9,M2.1
